YMD,YM,MD,Product,Price,KRW_USD_EXR,Annual_Call_Rate,item_PPI,item_CPI,Food_Price_Index,Cereals_Price_Index,DayAvg_Temperature,DayDiff_Temperature,DayAvg_RelativeHumidity,DaySum_Rainfall,DayAvg_WindSpeed,DaySum_Sunshine,Warning_Count
2005-02-15,200502,215,마늘,21214.285714285717,1013.0,3.3300000000000005,49.45,58.27,65.9,60.3,6.2,7.8,43.0,14.2,3.0,0.0,0.0
2005-02-16,200502,216,마늘,21214.285714285717,1013.0,3.3300000000000005,49.45,58.27,65.9,60.3,5.8,3.4,48.2,5.4,1.8,0.0,0.0
2005-02-17,200502,217,마늘,21428.571428571428,1013.0,3.3300000000000005,49.45,58.27,65.9,60.3,6.4,7.2,43.0,0.8,2.0,2.2,0.0
2005-02-18,200502,218,마늘,21428.571428571428,1013.0,3.3300000000000005,49.45,58.27,65.9,60.3,4.0,4.0,45.6,6.4,2.2,0.0,0.0
2005-02-21,200502,221,마늘,21571.42857142857,1013.0,3.3300000000000005,49.45,58.27,65.9,60.3,-2.6,7.2,30.0,0.4,2.2,4.4,0.0
2005-02-22,200502,222,마늘,21821.42857142857,1013.0,3.3300000000000005,49.45,58.27,65.9,60.3,1.6,14.6,34.8,0.0,2.2,2.8,0.0
2005-02-23,200502,223,마늘,21821.42857142857,1013.0,3.3300000000000005,49.45,58.27,65.9,60.3,2.4,6.2,28.6,0.0,1.8,4.6,0.0
2005-02-24,200502,224,마늘,21821.42857142857,1013.0,3.3300000000000005,49.45,58.27,65.9,60.3,1.4,6.8,37.2,1.0,1.0,0.4,0.0
2005-02-25,200502,225,마늘,21821.42857142857,1013.0,3.3300000000000005,49.45,58.27,65.9,60.3,-0.4,6.0,26.8,0.0,2.6,3.8,0.0
2005-02-28,200502,228,마늘,21821.42857142857,1013.0,3.3300000000000005,49.45,58.27,65.9,60.3,1.4,11.2,27.2,0.0,1.6,4.6,0.0
2005-03-02,200503,302,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,1.4,7.8,37.4,0.0,1.2,0.8,0.0
2005-03-03,200503,303,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,0.0,8.4,31.8,0.0,1.6,3.4,0.0
2005-03-04,200503,304,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,0.4,9.4,33.8,0.4,1.6,3.2,0.0
2005-03-07,200503,307,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,4.6,14.2,31.0,0.0,1.8,5.8,0.0
2005-03-08,200503,308,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,6.0,14.6,20.0,0.0,1.4,5.4,0.0
2005-03-09,200503,309,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,9.4,14.4,36.0,0.0,1.4,3.6,0.0
2005-03-10,200503,310,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,10.6,12.6,42.2,2.6,1.0,4.2,0.0
2005-03-11,200503,311,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,2.8,9.2,41.4,3.4,3.4,0.6,0.0
2005-03-14,200503,314,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,2.4,11.6,26.6,0.0,2.0,5.6,0.0
2005-03-15,200503,315,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,4.4,10.0,35.6,0.0,1.2,2.0,0.0
2005-03-16,200503,316,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,7.8,13.4,40.2,2.4,0.6,3.8,0.0
2005-03-17,200503,317,마늘,21678.571428571428,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,7.0,6.8,43.2,16.4,2.2,1.8,0.0
2005-03-18,200503,318,마늘,21678.571428571428,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,4.8,7.4,28.4,0.0,3.4,5.4,0.0
2005-03-21,200503,321,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,7.6,15.2,34.8,2.6,1.0,3.4,0.0
2005-03-22,200503,322,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,7.4,8.4,48.0,21.8,2.0,1.0,0.0
2005-03-23,200503,323,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,6.8,9.0,41.0,0.0,1.4,2.4,0.0
2005-03-24,200503,324,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,2.8,5.6,38.0,0.8,4.0,1.6,0.0
2005-03-25,200503,325,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,4.4,12.8,27.8,0.0,2.8,6.2,0.0
2005-03-28,200503,328,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,9.4,10.2,37.2,0.0,2.0,3.4,0.0
2005-03-29,200503,329,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,5.6,8.6,25.4,0.0,2.6,6.4,0.0
2005-03-30,200503,330,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,7.2,13.4,21.8,0.0,2.0,6.4,0.0
2005-03-31,200503,331,마늘,21821.42857142857,1013.0,3.3300000000000005,48.52,59.076,67.1,61.5,8.6,15.2,28.6,0.0,1.0,6.0,0.0
2005-04-01,200504,401,마늘,21821.42857142857,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,9.6,15.4,30.0,0.0,0.6,4.4,0.0
2005-04-04,200504,404,마늘,21821.42857142857,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,8.0,15.0,30.2,0.0,1.2,6.2,0.0
2005-04-05,200504,405,마늘,21821.42857142857,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,12.4,16.6,24.6,0.0,1.8,6.2,0.0
2005-04-06,200504,406,마늘,21821.42857142857,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,14.0,10.2,36.2,0.6,3.0,0.0,0.0
2005-04-07,200504,407,마늘,21821.42857142857,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,16.0,12.6,37.4,0.0,1.6,4.8,0.0
2005-04-08,200504,408,마늘,21821.42857142857,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,13.6,13.6,38.6,0.0,1.2,5.2,0.0
2005-04-11,200504,411,마늘,21821.42857142857,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,10.2,10.0,38.2,0.0,1.6,3.6,0.0
2005-04-12,200504,412,마늘,21750.0,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,9.4,8.8,40.2,0.2,0.8,2.2,0.0
2005-04-13,200504,413,마늘,21750.0,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,9.8,11.4,31.0,0.0,1.4,5.8,0.0
2005-04-14,200504,414,마늘,21392.85714285714,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,11.2,14.0,22.2,0.0,2.0,6.2,0.0
2005-04-15,200504,415,마늘,21321.42857142857,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,10.6,12.0,27.8,0.0,1.4,6.0,0.0
2005-04-18,200504,418,마늘,21321.42857142857,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,16.2,11.6,31.0,0.0,1.0,2.8,0.0
2005-04-19,200504,419,마늘,21321.42857142857,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,16.0,13.6,35.4,10.2,1.8,3.0,0.0
2005-04-20,200504,420,마늘,21035.714285714286,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,12.4,10.2,29.4,4.8,2.8,5.8,0.0
2005-04-21,200504,421,마늘,21035.714285714286,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,11.4,10.6,26.4,0.0,2.8,5.2,0.0
2005-04-22,200504,422,마늘,21035.714285714286,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,12.0,14.2,19.4,0.0,2.2,6.4,0.0
2005-04-25,200504,425,마늘,21035.714285714286,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,13.6,11.6,33.6,0.0,1.0,5.0,0.0
2005-04-26,200504,426,마늘,21035.714285714286,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,13.8,13.6,30.0,0.0,1.2,6.8,0.0
2005-04-27,200504,427,마늘,21035.714285714286,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,15.4,15.2,28.6,0.0,2.2,6.0,0.0
2005-04-28,200504,428,마늘,21035.714285714286,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,20.0,14.6,29.2,0.0,2.8,5.8,0.0
2005-04-29,200504,429,마늘,21035.714285714286,1013.0,3.3300000000000005,47.58,59.479,65.6,59.5,18.6,10.2,39.2,0.0,1.2,3.6,0.0
2005-05-02,200505,502,마늘,21035.714285714286,1013.0,3.3300000000000005,47.41,58.73,66.3,59.4,17.2,12.2,33.2,0.0,2.0,5.4,0.0
2005-05-03,200505,503,마늘,21035.714285714286,1013.0,3.3300000000000005,47.41,58.73,66.3,59.4,16.6,18.4,31.2,0.0,0.6,6.8,0.0
2005-05-04,200505,504,마늘,20892.85714285714,1013.0,3.3300000000000005,47.41,58.73,66.3,59.4,18.2,19.4,25.2,0.0,1.0,6.6,0.0
2005-05-05,200505,505,마늘,20892.85714285714,1013.0,3.3300000000000005,47.41,58.73,66.3,59.4,18.4,12.0,40.8,13.0,1.6,1.8,0.0
2005-05-06,200505,506,마늘,20750.0,1013.0,3.3300000000000005,47.41,58.73,66.3,59.4,13.4,6.6,49.6,6.8,2.0,0.0,0.0
2005-05-09,200505,509,마늘,18593.75,1013.0,3.33,47.41,58.73,66.3,59.4,13.6,12.2,25.4,0.0,2.0,6.0,0.0
2005-05-10,200505,510,마늘,18593.75,1013.0,3.33,47.41,58.73,66.3,59.4,13.0,15.0,31.4,0.0,1.0,6.6,0.0
2005-05-11,200505,511,마늘,18593.75,1013.0,3.33,47.41,58.73,66.3,59.4,15.8,13.2,30.0,2.2,1.2,4.6,0.0
2005-05-12,200505,512,마늘,18593.75,1013.0,3.33,47.41,58.73,66.3,59.4,14.0,9.0,43.4,0.6,1.6,3.6,0.0
2005-05-13,200505,513,마늘,18593.75,1013.0,3.33,47.41,58.73,66.3,59.4,14.8,12.8,37.8,0.0,1.8,4.8,0.0
2005-05-16,200505,516,마늘,18642.85714285714,1013.0,3.3300000000000005,47.41,58.73,66.3,59.4,18.4,15.0,33.4,0.0,1.2,6.2,0.0
2005-05-17,200505,517,마늘,15772.727272727272,1013.0,3.33,47.41,58.73,66.3,59.4,19.2,11.8,34.0,17.4,2.0,2.0,0.0
2005-05-18,200505,518,마늘,15863.636363636364,1013.0,3.33,47.41,58.73,66.3,59.4,15.4,9.4,43.6,9.6,2.8,1.4,0.0
2005-05-19,200505,519,마늘,15954.545454545454,1013.0,3.33,47.41,58.73,66.3,59.4,17.2,13.4,31.4,0.0,1.6,6.2,0.0
2005-05-20,200505,520,마늘,15954.545454545454,1013.0,3.33,47.41,58.73,66.3,59.4,17.4,13.0,30.8,0.0,1.4,6.0,0.0
2005-05-23,200505,523,마늘,15863.636363636364,1013.0,3.33,47.41,58.73,66.3,59.4,16.0,9.0,34.6,0.0,2.2,5.6,0.0
2005-05-24,200505,524,마늘,15590.90909090909,1013.0,3.33,47.41,58.73,66.3,59.4,15.4,12.4,35.8,0.0,1.2,5.4,0.0
2005-05-25,200505,525,마늘,15590.90909090909,1013.0,3.33,47.41,58.73,66.3,59.4,17.4,13.6,34.4,0.0,1.2,6.4,0.0
2005-05-26,200505,526,마늘,15590.90909090909,1013.0,3.33,47.41,58.73,66.3,59.4,18.6,13.2,29.8,0.0,1.4,6.0,0.0
2005-05-27,200505,527,마늘,15590.90909090909,1013.0,3.33,47.41,58.73,66.3,59.4,19.4,14.8,29.4,0.0,0.8,6.2,0.0
2005-05-30,200505,530,마늘,15545.454545454546,1013.0,3.33,47.41,58.73,66.3,59.4,19.0,15.8,36.8,0.0,1.2,5.8,0.0
2005-05-31,200505,531,마늘,15477.272727272728,1013.0,3.33,47.41,58.73,66.3,59.4,19.8,18.6,30.6,0.0,1.0,6.2,0.0
2005-06-01,200506,601,마늘,13515.625,1013.0,3.33,43.13,57.347,67.2,60.2,19.6,11.2,30.0,30.6,1.4,3.4,0.0
2005-06-02,200506,602,마늘,15386.363636363636,1013.0,3.33,43.13,57.347,67.2,60.2,19.4,9.6,41.6,13.0,1.4,3.4,0.0
2005-06-03,200506,603,마늘,15477.272727272728,1013.0,3.33,43.13,57.347,67.2,60.2,19.0,9.2,43.4,0.0,1.2,4.4,0.0
2005-06-07,200506,607,마늘,15386.363636363636,1013.0,3.33,43.13,57.347,67.2,60.2,21.0,10.2,40.4,0.0,1.0,2.2,0.0
2005-06-08,200506,608,마늘,15386.363636363636,1013.0,3.33,43.13,57.347,67.2,60.2,22.6,12.0,37.4,0.0,1.2,5.6,0.0
2005-06-09,200506,609,마늘,15295.454545454546,1013.0,3.33,43.13,57.347,67.2,60.2,23.0,13.6,37.2,0.0,0.8,5.2,0.0
2005-06-10,200506,610,마늘,15295.454545454546,1013.0,3.33,43.13,57.347,67.2,60.2,18.8,4.6,48.8,37.0,1.4,0.0,0.0
2005-06-13,200506,613,마늘,15295.454545454546,1013.0,3.33,43.13,57.347,67.2,60.2,21.8,12.6,41.6,0.0,0.8,5.2,0.0
2005-06-14,200506,614,마늘,15204.545454545454,1013.0,3.33,43.13,57.347,67.2,60.2,22.2,11.2,41.2,0.0,1.8,5.4,0.0
2005-06-15,200506,615,마늘,15113.636363636364,1013.0,3.33,43.13,57.347,67.2,60.2,20.4,8.4,43.4,0.0,1.4,3.8,0.0
2005-06-16,200506,616,마늘,15113.636363636364,1013.0,3.33,43.13,57.347,67.2,60.2,21.4,8.4,41.4,0.0,1.2,5.6,0.0
2005-06-17,200506,617,마늘,15113.636363636364,1013.0,3.33,43.13,57.347,67.2,60.2,22.2,8.8,41.6,0.0,1.4,4.0,0.0
2005-06-20,200506,620,마늘,15113.636363636364,1013.0,3.33,43.13,57.347,67.2,60.2,23.2,12.0,40.0,0.0,0.8,5.0,0.0
2005-06-21,200506,621,마늘,15113.636363636364,1013.0,3.33,43.13,57.347,67.2,60.2,23.8,10.6,39.6,0.0,1.0,5.6,0.0
2005-06-22,200506,622,마늘,15022.727272727272,1013.0,3.33,43.13,57.347,67.2,60.2,24.0,10.6,38.4,0.0,1.0,4.4,0.0
2005-06-23,200506,623,마늘,15022.727272727272,1013.0,3.33,43.13,57.347,67.2,60.2,24.4,10.4,39.0,0.0,1.0,6.2,0.0
2005-06-24,200506,624,마늘,15022.727272727272,1013.0,3.33,43.13,57.347,67.2,60.2,25.0,12.0,38.4,0.0,1.0,6.0,0.0
2005-06-27,200506,627,마늘,15022.727272727272,1013.0,3.33,43.13,57.347,67.2,60.2,26.0,5.0,39.6,4.0,4.0,3.0,0.0
2005-06-28,200506,628,마늘,15022.727272727272,1013.0,3.33,43.13,57.347,67.2,60.2,24.2,4.4,46.0,18.0,1.4,0.4,0.0
2005-06-29,200506,629,마늘,15022.727272727272,1013.0,3.33,43.13,57.347,67.2,60.2,25.4,6.0,43.4,6.6,2.0,1.6,0.0
2005-06-30,200506,630,마늘,15022.727272727272,1013.0,3.33,43.13,57.347,67.2,60.2,26.0,8.2,40.2,2.4,1.6,3.8,0.0
2005-07-01,200507,701,마늘,15022.727272727272,1013.0,3.33,42.57,56.194,67.4,61.2,24.0,4.2,43.8,31.0,1.6,0.6,0.0
2005-07-04,200507,704,마늘,15022.727272727272,1013.0,3.33,42.57,56.194,67.4,61.2,24.0,7.2,46.4,1.8,1.6,2.2,0.0
2005-07-05,200507,705,마늘,20208.33333333333,1013.0,3.33,42.57,56.194,67.4,61.2,23.0,5.0,47.0,7.0,0.8,1.0,0.0
2005-07-06,200507,706,마늘,20208.33333333333,1013.0,3.33,42.57,56.194,67.4,61.2,23.8,8.2,41.8,0.0,1.2,5.4,0.0
2005-07-07,200507,707,마늘,18750.0,1013.0,3.33,42.57,56.194,67.4,61.2,23.2,5.4,43.8,0.6,1.2,1.4,0.0
2005-07-08,200507,708,마늘,18527.777777777777,1013.0,3.33,42.57,56.194,67.4,61.2,23.8,6.4,45.6,4.6,1.6,1.2,0.0
2005-07-11,200507,711,마늘,18194.444444444445,1013.0,3.33,42.57,56.194,67.4,61.2,21.2,4.6,48.8,43.0,2.4,0.0,0.0
2005-07-12,200507,712,마늘,17972.222222222223,1013.0,3.33,42.57,56.194,67.4,61.2,22.6,7.6,45.2,1.0,0.6,2.4,0.0
2005-07-13,200507,713,마늘,17972.222222222223,1013.0,3.33,42.57,56.194,67.4,61.2,23.4,7.0,45.0,7.0,1.0,2.8,0.0
2005-07-14,200507,714,마늘,17972.222222222223,1013.0,3.33,42.57,56.194,67.4,61.2,24.8,8.4,45.0,3.0,0.8,3.4,0.0
2005-07-15,200507,715,마늘,17972.222222222223,1013.0,3.33,42.57,56.194,67.4,61.2,25.6,9.0,45.8,0.2,0.6,3.8,0.0
2005-07-18,200507,718,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,27.0,8.2,42.0,0.0,1.2,5.2,0.0
2005-07-19,200507,719,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,26.4,9.0,42.0,0.0,1.0,6.2,0.0
2005-07-20,200507,720,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,26.4,9.8,42.6,0.0,1.2,5.6,0.0
2005-07-21,200507,721,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,27.0,9.8,41.6,0.0,1.0,5.8,0.0
2005-07-22,200507,722,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,26.8,10.0,44.2,0.0,1.0,4.0,0.0
2005-07-25,200507,725,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,26.0,8.0,42.2,0.0,1.2,3.8,0.0
2005-07-26,200507,726,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,26.0,8.2,42.4,0.0,1.2,3.8,0.0
2005-07-27,200507,727,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,26.8,8.2,41.4,0.0,1.0,3.8,0.0
2005-07-28,200507,728,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,25.4,6.2,42.4,31.6,2.0,0.6,0.0
2005-07-29,200507,729,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,25.8,7.6,42.6,4.2,1.4,3.0,0.0
2005-07-30,200507,730,마늘,18138.88888888889,1013.0,3.33,42.57,56.194,67.4,61.2,26.0,8.8,42.4,0.0,1.0,3.6,0.0
2005-08-01,200508,801,마늘,18111.11111111111,1013.0,3.33,42.89,56.309,67.5,60.9,26.4,6.6,42.0,19.0,1.4,1.8,0.0
2005-08-02,200508,802,마늘,18111.11111111111,1013.0,3.33,42.89,56.309,67.5,60.9,26.0,6.2,45.0,21.8,1.2,1.2,0.0
2005-08-03,200508,803,마늘,17944.444444444445,1013.0,3.33,42.89,56.309,67.5,60.9,26.8,5.6,42.6,35.4,1.6,2.8,0.0
2005-08-04,200508,804,마늘,17555.555555555555,1013.0,3.33,42.89,56.309,67.5,60.9,28.6,9.4,40.8,0.0,1.8,5.6,0.0
2005-08-05,200508,805,마늘,17166.666666666668,1013.0,3.33,42.89,56.309,67.5,60.9,28.4,10.8,41.6,0.0,1.4,6.4,0.0
2005-08-08,200508,808,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,27.0,7.0,44.0,4.6,1.4,1.6,0.0
2005-08-09,200508,809,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,27.2,6.2,41.8,3.6,2.6,4.4,0.0
2005-08-10,200508,810,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,26.6,6.2,43.6,5.0,1.2,1.8,0.0
2005-08-11,200508,811,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,26.6,5.6,42.6,6.2,1.2,2.6,0.0
2005-08-12,200508,812,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,27.2,6.6,42.0,0.0,1.6,4.8,0.0
2005-08-15,200508,815,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,26.6,7.6,43.4,2.2,1.0,1.4,0.0
2005-08-16,200508,816,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,27.2,10.4,44.2,0.2,0.6,4.6,0.0
2005-08-17,200508,817,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,27.2,9.6,42.2,0.6,0.8,3.8,0.0
2005-08-18,200508,818,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,25.6,9.2,42.6,2.6,1.0,2.8,0.0
2005-08-19,200508,819,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,23.8,6.8,46.2,25.6,0.8,0.8,0.0
2005-08-20,200508,820,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,22.6,5.2,46.4,13.0,1.0,0.4,0.0
2005-08-22,200508,822,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,22.6,4.4,47.0,18.4,1.0,0.6,0.0
2005-08-23,200508,823,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,23.0,8.0,43.0,1.0,2.4,3.8,0.0
2005-08-24,200508,824,마늘,17000.0,1013.0,3.33,42.89,56.309,67.5,60.9,21.8,6.2,45.4,20.0,2.8,1.4,0.0
2005-08-25,200508,825,마늘,16833.333333333332,1013.0,3.33,42.89,56.309,67.5,60.9,22.2,6.2,47.0,6.0,1.6,0.2,0.0
2005-08-26,200508,826,마늘,16833.333333333332,1013.0,3.33,42.89,56.309,67.5,60.9,22.4,7.8,39.6,0.0,1.4,4.6,0.0
2005-08-29,200508,829,마늘,16500.0,1013.0,3.33,42.89,56.309,67.5,60.9,23.4,11.8,41.2,0.0,0.6,4.6,0.0
2005-08-30,200508,830,마늘,16500.0,1013.0,3.33,42.89,56.309,67.5,60.9,22.6,6.8,43.6,0.0,0.8,0.4,0.0
2005-08-31,200508,831,마늘,16500.0,1013.0,3.33,42.89,56.309,67.5,60.9,24.6,12.4,42.0,0.0,1.0,4.0,0.0
2005-09-01,200509,901,마늘,16500.0,1013.0,3.33,43.69,56.367,68.4,61.5,26.6,9.8,43.0,2.6,0.8,4.2,0.0
2005-09-02,200509,902,마늘,16500.0,1013.0,3.33,43.69,56.367,68.4,61.5,26.4,8.2,42.8,0.4,1.0,2.8,0.0
2005-09-05,200509,905,마늘,16500.0,1013.0,3.33,43.69,56.367,68.4,61.5,22.2,7.8,39.8,0.0,3.2,1.8,0.0
